customer_id,signup_date,plan_tier,monthly_price,contract_type,payment_method,country,industry,company_size_employees,monthly_active_users_pct,feature_adoption_count,support_tickets_90d,avg_csat_score,failed_payments_90d,last_login_days_ago,churned,churn_date,tenure_months,lifetime_revenue
C00468,2025-05-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,India,Nonprofit,11,0.294,7,3,2.82,0,5,0,,16,3184
C00469,2026-04-01,Basic,29,2-Year,Credit Card,Germany,Nonprofit,97,0.693,6,0,3.61,0,8,0,,5,145
C00470,2023-01-01,Basic,29,1-Year,Credit Card,India,Manufacturing,1,0.738,3,2,2.17,0,7,0,,44,1276
C00471,2026-02-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,India,Healthcare,21,0.579,3,1,2.7,1,11,0,,7,1393
C00472,2023-07-01,Pro,79,1-Year,PayPal,Canada,E-commerce,12,1.0,2,1,3.83,1,24,0,,38,3002
C00473,2024-06-01,Enterprise,199,2-Year,PayPal,UK,Nonprofit,31,0.45,9,1,4.87,0,8,0,,27,5373
C00474,2023-06-01,Basic,29,2-Year,Credit Card,USA,SaaS/Tech,4,0.654,9,0,4.14,2,4,0,,39,1131
C00475,2025-05-01,Basic,29,1-Year,Credit Card,Australia,E-commerce,13,1.0,6,1,4.01,1,10,0,,16,464
C00476,2026-02-01,Pro,79,Month-to-month,PayPal,UK,Education,49,0.68,7,4,3.68,0,12,0,,7,553
C00477,2023-07-01,Enterprise,199,1-Year,Manual Invoice,India,E-commerce,42,0.507,2,2,3.27,0,7,1,2025-01-01,19,3781
C00478,2024-08-01,Basic,29,Month-to-month,ACH/Bank Transfer,USA,Marketing/Agency,4,0.246,4,1,2.81,2,0,1,2024-08-01,1,29
C00479,2024-07-01,Basic,29,2-Year,Credit Card,USA,SaaS/Tech,41,0.387,4,1,3.85,2,10,1,2024-10-01,4,116
C00480,2026-01-01,Pro,79,Month-to-month,Credit Card,India,Nonprofit,18,0.795,5,1,3.52,2,6,0,,8,632
C00481,2023-10-01,Basic,29,1-Year,Manual Invoice,India,Education,7,0.681,4,2,4.04,0,4,0,,35,1015
C00482,2024-01-01,Pro,79,1-Year,Credit Card,Germany,Nonprofit,16,0.519,7,1,4.56,0,3,0,,32,2528
C00483,2024-06-01,Basic,29,Month-to-month,Credit Card,Australia,Marketing/Agency,12,0.521,4,3,4.13,1,13,0,,27,783
C00484,2023-11-01,Pro,79,Month-to-month,Credit Card,UK,SaaS/Tech,19,0.24,7,0,5.0,2,1,0,,34,2686
C00485,2026-01-01,Basic,29,2-Year,Credit Card,UK,Healthcare,6,0.639,7,0,5.0,0,17,0,,8,232
C00486,2025-01-01,Enterprise,199,Month-to-month,Credit Card,Australia,Healthcare,32,0.579,4,0,3.88,0,5,0,,20,3980
C00487,2026-07-01,Enterprise,199,Month-to-month,Credit Card,India,Nonprofit,18,0.435,5,0,4.19,0,7,0,,2,398
C00488,2023-03-01,Basic,29,1-Year,PayPal,USA,SaaS/Tech,66,0.34,4,2,5.0,1,0,0,,42,1218
C00489,2024-02-01,Pro,79,Month-to-month,Credit Card,USA,Nonprofit,6,0.686,6,0,4.55,0,24,0,,31,2449
C00490,2024-06-01,Basic,29,Month-to-month,Credit Card,Canada,Nonprofit,51,0.264,3,1,3.86,2,3,1,2024-10-01,5,145
C00491,2025-12-01,Pro,79,1-Year,Credit Card,India,SaaS/Tech,36,0.369,2,1,3.58,0,7,0,,9,711
C00492,2026-04-01,Basic,29,Month-to-month,Manual Invoice,USA,SaaS/Tech,21,0.849,5,1,3.13,0,2,0,,5,145
C00493,2024-04-01,Pro,79,1-Year,Credit Card,India,SaaS/Tech,27,0.783,5,0,4.57,1,17,0,,29,2291
C00494,2026-03-01,Enterprise,199,Month-to-month,Credit Card,India,Marketing/Agency,24,0.558,4,1,3.97,1,18,0,,6,1194
C00495,2024-06-01,Basic,29,Month-to-month,ACH/Bank Transfer,UK,Education,7,0.657,6,1,3.89,0,8,0,,27,783
C00496,2026-06-01,Basic,29,1-Year,ACH/Bank Transfer,UK,SaaS/Tech,20,0.427,6,4,2.99,0,12,0,,3,87
C00497,2023-07-01,Pro,79,1-Year,Credit Card,USA,Education,13,0.266,4,3,4.82,0,4,0,,38,3002
C00498,2025-10-01,Enterprise,199,1-Year,ACH/Bank Transfer,Germany,E-commerce,18,0.567,6,1,5.0,0,0,0,,11,2189
C00499,2024-01-01,Basic,29,1-Year,Credit Card,Australia,SaaS/Tech,5,0.591,2,5,4.25,0,8,0,,32,928
C00500,2026-01-01,Pro,79,Month-to-month,Credit Card,UK,Marketing/Agency,17,0.475,1,1,4.55,0,2,0,,8,632
C00501,2023-05-01,Basic,29,1-Year,ACH/Bank Transfer,Germany,SaaS/Tech,35,0.503,5,3,3.62,0,21,0,,40,1160
C00502,2023-07-01,Pro,79,Month-to-month,ACH/Bank Transfer,USA,Manufacturing,12,0.418,5,3,4.83,1,9,0,,38,3002
C00503,2023-02-01,Basic,29,1-Year,Manual Invoice,UK,SaaS/Tech,1,0.703,5,1,3.3,2,36,0,,43,1247
C00504,2026-05-01,Basic,29,Month-to-month,Credit Card,USA,Marketing/Agency,99,0.529,6,3,2.72,0,16,0,,4,116
C00505,2026-02-01,Basic,29,1-Year,Credit Card,Germany,Marketing/Agency,7,0.069,5,5,3.12,0,0,0,,7,203
C00506,2024-11-01,Basic,29,1-Year,Credit Card,UK,Finance,13,0.556,4,2,5.0,1,5,0,,22,638
C00507,2026-07-01,Basic,29,1-Year,Credit Card,UK,Marketing/Agency,12,0.465,1,3,3.65,2,1,0,,2,58
C00508,2023-07-01,Pro,79,1-Year,ACH/Bank Transfer,India,Education,2,0.702,4,1,4.38,0,0,0,,38,3002
C00509,2025-12-01,Enterprise,199,Month-to-month,Credit Card,Canada,Manufacturing,15,0.577,2,1,3.84,0,33,0,,9,1791
C00510,2024-01-01,Basic,29,Month-to-month,Credit Card,India,Nonprofit,48,0.872,5,0,4.96,0,21,0,,32,928
C00511,2024-02-01,Pro,79,Month-to-month,Manual Invoice,Australia,Healthcare,23,0.304,5,2,4.01,0,30,1,2026-03-01,26,2054
C00512,2025-08-01,Pro,79,1-Year,PayPal,India,E-commerce,85,1.0,3,0,5.0,0,19,0,,13,1027
C00513,2025-05-01,Basic,29,Month-to-month,Credit Card,Canada,SaaS/Tech,7,1.0,2,1,5.0,0,2,0,,16,464
C00514,2024-09-01,Basic,29,Month-to-month,Credit Card,India,E-commerce,7,0.486,1,0,2.94,0,2,1,2025-11-01,15,435
C00515,2024-08-01,Pro,79,Month-to-month,PayPal,India,Manufacturing,2,0.571,4,0,3.71,1,7,0,,25,1975
C00516,2024-05-01,Pro,79,Month-to-month,ACH/Bank Transfer,Germany,Manufacturing,33,0.572,5,4,3.56,0,35,0,,28,2212
C00517,2023-09-01,Basic,29,Month-to-month,Credit Card,UK,Healthcare,21,0.849,2,1,4.91,2,25,1,2024-04-01,8,232
C00518,2026-07-01,Basic,29,Month-to-month,ACH/Bank Transfer,India,Education,6,0.392,5,1,5.0,1,1,0,,2,58
C00519,2024-07-01,Pro,79,1-Year,PayPal,Germany,Healthcare,4,0.682,5,1,3.84,1,2,0,,26,2054
C00520,2023-06-01,Pro,79,Month-to-month,PayPal,Australia,SaaS/Tech,25,0.806,10,6,4.73,1,1,0,,39,3081
C00521,2025-01-01,Pro,79,Month-to-month,ACH/Bank Transfer,USA,Education,13,0.879,3,0,4.6,0,9,0,,20,1580
C00522,2025-10-01,Enterprise,199,1-Year,Credit Card,UK,E-commerce,8,0.521,5,0,2.92,2,8,0,,11,2189
C00523,2023-02-01,Enterprise,199,1-Year,Credit Card,USA,SaaS/Tech,34,0.591,3,1,3.63,2,2,0,,43,8557
C00524,2026-02-01,Basic,29,Month-to-month,Credit Card,India,Healthcare,86,0.02,3,3,4.21,2,1,1,2026-07-01,6,174
C00525,2026-06-01,Basic,29,Month-to-month,Manual Invoice,USA,Healthcare,5,0.451,5,0,2.91,0,21,0,,3,87
C00526,2024-10-01,Basic,29,Month-to-month,PayPal,USA,Marketing/Agency,12,0.254,2,1,3.47,0,3,0,,23,667
C00527,2025-07-01,Enterprise,199,Month-to-month,Credit Card,USA,Healthcare,204,0.76,3,2,4.86,0,20,0,,14,2786
C00528,2023-03-01,Pro,79,1-Year,Credit Card,UK,Nonprofit,39,0.645,6,0,2.03,1,14,0,,42,3318
C00529,2024-09-01,Basic,29,1-Year,Credit Card,USA,Education,42,0.817,5,1,4.39,0,31,0,,24,696
C00530,2026-04-01,Pro,79,Month-to-month,ACH/Bank Transfer,Germany,Healthcare,47,0.17,2,2,4.14,1,11,0,,5,395
C00531,2023-06-01,Basic,29,2-Year,ACH/Bank Transfer,Australia,Manufacturing,105,0.205,2,0,5.0,1,3,0,,39,1131
C00532,2023-06-01,Pro,79,Month-to-month,Credit Card,Germany,Manufacturing,38,0.799,8,3,3.84,1,5,0,,39,3081
C00533,2024-08-01,Basic,29,2-Year,Credit Card,Canada,Finance,14,0.595,2,0,3.89,1,13,1,2025-09-01,14,406
C00534,2024-04-01,Basic,29,Month-to-month,Credit Card,Australia,SaaS/Tech,19,0.112,7,5,2.72,0,3,1,2024-06-01,3,87
C00535,2023-07-01,Pro,79,1-Year,ACH/Bank Transfer,UK,Healthcare,88,0.298,4,1,5.0,1,0,1,2024-01-01,7,553
C00536,2023-06-01,Basic,29,Month-to-month,Credit Card,Canada,Education,21,0.44,2,0,4.44,1,11,0,,39,1131
C00537,2023-12-01,Basic,29,1-Year,Credit Card,Canada,Nonprofit,8,0.278,5,2,2.72,0,12,1,2025-04-01,17,493
C00538,2024-07-01,Basic,29,1-Year,Manual Invoice,India,Manufacturing,1,0.21,5,1,4.51,1,5,0,,26,754
C00539,2024-06-01,Pro,79,Month-to-month,Credit Card,India,Marketing/Agency,35,0.485,4,1,2.52,0,2,0,,27,2133
C00540,2024-04-01,Basic,29,Month-to-month,Manual Invoice,Canada,E-commerce,15,0.935,2,2,2.78,2,1,0,,29,841
C00541,2024-07-01,Basic,29,1-Year,Credit Card,UK,SaaS/Tech,8,0.267,1,3,3.7,0,14,0,,26,754
C00542,2023-02-01,Basic,29,Month-to-month,ACH/Bank Transfer,Australia,E-commerce,3,0.912,5,1,4.33,1,0,0,,43,1247
C00543,2024-09-01,Basic,29,Month-to-month,Credit Card,UK,E-commerce,4,0.451,6,0,2.99,0,6,0,,24,696
C00544,2023-01-01,Enterprise,199,2-Year,Credit Card,Australia,Marketing/Agency,28,0.892,5,1,3.48,0,12,0,,44,8756
C00545,2023-11-01,Enterprise,199,Month-to-month,PayPal,India,Healthcare,58,0.391,2,1,5.0,0,0,0,,34,6766
C00546,2024-09-01,Pro,79,1-Year,PayPal,India,SaaS/Tech,74,0.821,4,1,3.34,0,24,0,,24,1896
C00547,2023-10-01,Basic,29,1-Year,PayPal,Australia,Finance,27,0.388,4,1,4.83,2,14,0,,35,1015
C00548,2026-04-01,Enterprise,199,Month-to-month,PayPal,USA,E-commerce,40,0.423,2,2,3.76,0,7,0,,5,995
C00549,2023-06-01,Basic,29,2-Year,Credit Card,Germany,Marketing/Agency,8,0.204,1,3,3.76,1,4,1,2023-09-01,4,116
C00550,2023-10-01,Basic,29,1-Year,Credit Card,Germany,E-commerce,27,0.643,3,2,3.73,2,1,1,2024-01-01,4,116
C00551,2023-03-01,Basic,29,1-Year,ACH/Bank Transfer,UK,Education,25,0.638,5,0,4.54,0,3,0,,42,1218
C00552,2023-09-01,Pro,79,Month-to-month,PayPal,USA,Nonprofit,33,0.527,7,1,4.07,1,21,0,,36,2844
C00553,2024-06-01,Pro,79,Month-to-month,PayPal,India,Marketing/Agency,26,0.574,4,1,5.0,0,22,0,,27,2133
C00554,2023-08-01,Basic,29,Month-to-month,PayPal,Canada,SaaS/Tech,45,0.438,1,3,2.5,0,18,1,2025-01-01,18,522
C00555,2023-01-01,Pro,79,2-Year,ACH/Bank Transfer,India,Manufacturing,6,0.491,4,2,5.0,0,10,0,,44,3476
C00556,2023-11-01,Enterprise,199,1-Year,Manual Invoice,Canada,Finance,21,0.447,2,2,3.41,1,3,0,,34,6766
C00557,2025-07-01,Enterprise,199,Month-to-month,PayPal,Canada,E-commerce,3,0.439,4,2,2.97,0,19,0,,14,2786
C00558,2024-01-01,Pro,79,Month-to-month,PayPal,USA,E-commerce,1,0.708,2,0,2.31,2,11,1,2024-06-01,6,474
C00559,2023-05-01,Enterprise,199,Month-to-month,Credit Card,Australia,Healthcare,13,0.818,4,0,4.73,2,25,1,2026-08-01,40,7960
C00560,2024-04-01,Pro,79,1-Year,Credit Card,Australia,Nonprofit,78,0.104,7,3,3.85,1,1,1,2024-05-01,2,158
C00561,2024-06-01,Basic,29,2-Year,ACH/Bank Transfer,India,E-commerce,77,0.322,5,2,4.94,0,3,0,,27,783
C00562,2023-08-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,Australia,Nonprofit,25,0.522,3,0,3.08,0,2,0,,37,7363
C00563,2024-10-01,Pro,79,1-Year,Credit Card,Australia,Nonprofit,8,0.725,2,3,2.32,0,11,0,,23,1817
C00564,2023-12-01,Pro,79,Month-to-month,ACH/Bank Transfer,USA,Nonprofit,9,0.357,1,1,3.81,2,19,1,2024-01-01,2,158
C00565,2024-11-01,Pro,79,Month-to-month,ACH/Bank Transfer,India,SaaS/Tech,16,0.9,3,2,4.35,0,1,1,2025-09-01,11,869
C00566,2024-12-01,Pro,79,Month-to-month,Credit Card,USA,E-commerce,7,0.844,5,1,3.39,1,11,0,,21,1659
C00567,2023-10-01,Pro,79,Month-to-month,Credit Card,India,E-commerce,42,0.574,3,4,4.86,0,15,0,,35,2765
C00568,2025-06-01,Basic,29,Month-to-month,ACH/Bank Transfer,USA,E-commerce,7,0.744,6,2,3.47,0,29,0,,15,435
C00569,2024-03-01,Basic,29,Month-to-month,PayPal,India,Marketing/Agency,13,0.706,4,2,3.99,0,4,0,,30,870
C00570,2023-09-01,Enterprise,199,1-Year,PayPal,Germany,Education,10,0.703,2,2,2.71,1,1,0,,36,7164
C00571,2026-05-01,Pro,79,2-Year,Credit Card,Germany,Nonprofit,21,0.368,4,2,4.54,0,39,0,,4,316
C00572,2023-02-01,Basic,29,Month-to-month,Credit Card,Germany,Finance,18,0.509,3,1,5.0,1,23,1,2023-05-01,4,116
C00573,2024-04-01,Basic,29,Month-to-month,Credit Card,Australia,SaaS/Tech,279,0.415,6,2,2.35,0,0,0,,29,841
C00574,2023-12-01,Enterprise,199,Month-to-month,Credit Card,Canada,Manufacturing,125,0.384,5,2,3.05,2,3,1,2024-03-01,4,796
C00575,2024-03-01,Basic,29,Month-to-month,Credit Card,Canada,Education,33,0.461,9,0,2.61,1,22,0,,30,870
C00576,2024-07-01,Pro,79,Month-to-month,ACH/Bank Transfer,USA,Education,96,0.639,5,2,3.58,2,11,0,,26,2054
C00577,2023-11-01,Basic,29,Month-to-month,Credit Card,Germany,Marketing/Agency,10,0.519,4,1,3.77,1,2,0,,34,986
C00578,2023-11-01,Basic,29,Month-to-month,Credit Card,USA,E-commerce,45,0.76,2,2,3.03,1,9,1,2026-02-01,28,812
C00579,2024-03-01,Basic,29,Month-to-month,ACH/Bank Transfer,UK,Manufacturing,53,0.662,2,0,3.63,0,34,0,,30,870
C00580,2026-03-01,Enterprise,199,Month-to-month,Manual Invoice,USA,E-commerce,2,0.574,5,0,4.6,0,28,0,,6,1194
C00581,2025-11-01,Enterprise,199,1-Year,Credit Card,India,E-commerce,32,0.618,3,1,1.55,1,1,0,,10,1990
C00582,2023-07-01,Basic,29,1-Year,Credit Card,Canada,Healthcare,104,0.549,2,1,3.68,0,2,0,,38,1102
C00583,2026-04-01,Enterprise,199,Month-to-month,Credit Card,USA,Manufacturing,38,0.267,4,0,4.22,0,2,0,,5,995
C00584,2024-03-01,Enterprise,199,1-Year,ACH/Bank Transfer,Australia,Manufacturing,9,0.541,0,4,4.86,0,21,0,,30,5970
C00585,2025-02-01,Basic,29,Month-to-month,ACH/Bank Transfer,India,Marketing/Agency,16,0.428,4,1,5.0,0,52,0,,19,551
C00586,2024-02-01,Basic,29,Month-to-month,ACH/Bank Transfer,Canada,Finance,11,0.686,3,2,3.52,0,17,0,,31,899
C00587,2023-05-01,Basic,29,2-Year,PayPal,USA,Healthcare,21,0.396,5,1,3.92,0,0,0,,40,1160
C00588,2024-12-01,Enterprise,199,1-Year,ACH/Bank Transfer,Canada,Healthcare,1,0.515,4,1,3.88,1,3,0,,21,4179
C00589,2023-09-01,Pro,79,Month-to-month,Manual Invoice,USA,Education,47,0.286,4,0,4.4,1,37,1,2023-11-01,3,237
C00590,2023-01-01,Pro,79,1-Year,Credit Card,Germany,Education,4,0.995,3,1,2.9,1,4,0,,44,3476
C00591,2023-02-01,Basic,29,Month-to-month,Credit Card,USA,Marketing/Agency,57,0.665,3,1,3.89,0,1,0,,43,1247
C00592,2023-02-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,USA,Education,19,0.677,4,1,4.02,1,27,0,,43,8557
C00593,2026-02-01,Pro,79,1-Year,Manual Invoice,Australia,Marketing/Agency,25,0.627,3,2,2.65,1,2,0,,7,553
C00594,2024-09-01,Basic,29,2-Year,ACH/Bank Transfer,USA,Finance,31,0.453,2,3,2.72,0,6,0,,24,696
C00595,2025-04-01,Basic,29,1-Year,Credit Card,Australia,Nonprofit,13,0.407,5,1,4.67,1,4,1,2026-06-01,15,435
C00596,2025-07-01,Basic,29,Month-to-month,ACH/Bank Transfer,Germany,E-commerce,24,0.659,3,0,4.14,1,16,1,2026-03-01,9,261
C00597,2026-02-01,Pro,79,Month-to-month,Manual Invoice,USA,Nonprofit,18,0.64,7,1,5.0,0,0,0,,7,553
C00598,2026-02-01,Basic,29,2-Year,Credit Card,UK,Healthcare,27,0.32,1,0,3.44,0,0,0,,7,203
C00599,2024-01-01,Enterprise,199,Month-to-month,Credit Card,USA,Finance,15,0.259,5,0,5.0,1,4,0,,32,6368
C00600,2024-02-01,Pro,79,2-Year,ACH/Bank Transfer,UK,SaaS/Tech,21,0.188,2,1,3.15,0,30,1,2024-12-01,11,869
C00601,2023-06-01,Basic,29,1-Year,Credit Card,UK,E-commerce,67,0.212,6,1,4.51,1,5,0,,39,1131
C00602,2025-06-01,Pro,79,Month-to-month,Credit Card,India,Education,14,0.451,1,1,1.5,2,9,1,2025-10-01,5,395
C00603,2025-03-01,Enterprise,199,Month-to-month,Manual Invoice,USA,Healthcare,2,0.694,8,1,3.87,0,0,0,,18,3582
C00604,2024-04-01,Basic,29,Month-to-month,ACH/Bank Transfer,Canada,E-commerce,5,0.55,4,4,3.44,1,1,1,2024-09-01,6,174
C00605,2024-07-01,Pro,79,1-Year,Credit Card,Germany,Healthcare,13,0.327,3,0,5.0,1,28,0,,26,2054
C00606,2024-03-01,Pro,79,Month-to-month,PayPal,Australia,Manufacturing,13,0.394,6,3,2.57,0,8,1,2024-10-01,8,632
C00607,2023-10-01,Basic,29,Month-to-month,ACH/Bank Transfer,USA,Healthcare,30,0.194,3,2,5.0,1,25,0,,35,1015
C00608,2025-05-01,Basic,29,2-Year,PayPal,Germany,Healthcare,7,0.29,4,0,4.35,0,8,0,,16,464
C00609,2026-02-01,Basic,29,1-Year,Credit Card,India,Nonprofit,26,0.384,4,0,2.42,1,33,0,,7,203
C00610,2025-01-01,Basic,29,Month-to-month,Credit Card,Germany,E-commerce,2,0.426,2,0,3.17,0,3,0,,20,580
C00611,2023-03-01,Enterprise,199,Month-to-month,Credit Card,USA,Manufacturing,38,0.471,6,3,4.54,1,47,1,2023-11-01,9,1791
C00612,2024-04-01,Basic,29,Month-to-month,ACH/Bank Transfer,Canada,Manufacturing,6,1.0,7,0,3.47,1,9,0,,29,841
C00613,2025-04-01,Pro,79,2-Year,Credit Card,USA,E-commerce,15,0.144,4,2,3.6,0,2,1,2026-07-01,16,1264
C00614,2025-09-01,Pro,79,1-Year,Manual Invoice,India,Nonprofit,20,0.717,3,4,3.95,0,6,0,,12,948
C00615,2023-05-01,Basic,29,Month-to-month,Credit Card,India,Manufacturing,5,0.559,1,1,3.3,2,1,1,2024-12-01,20,580
C00616,2024-09-01,Basic,29,1-Year,Credit Card,UK,Marketing/Agency,26,0.785,3,1,3.99,0,14,0,,24,696
C00617,2024-11-01,Pro,79,Month-to-month,Manual Invoice,Australia,Nonprofit,1,0.742,5,1,3.28,2,18,0,,22,1738
C00618,2023-12-01,Enterprise,199,1-Year,Credit Card,Germany,SaaS/Tech,4,0.617,4,1,3.15,0,17,1,2024-06-01,7,1393
C00619,2025-06-01,Basic,29,Month-to-month,PayPal,India,Healthcare,4,0.854,2,1,4.18,0,0,0,,15,435
C00620,2026-06-01,Pro,79,1-Year,Credit Card,USA,Nonprofit,13,0.034,7,3,4.72,1,1,0,,3,237
C00621,2024-11-01,Pro,79,1-Year,Credit Card,USA,Manufacturing,3,0.667,5,0,3.75,0,40,0,,22,1738
C00622,2025-02-01,Enterprise,199,1-Year,Credit Card,Germany,Marketing/Agency,12,0.42,4,2,4.74,0,16,0,,19,3781
C00623,2024-06-01,Pro,79,Month-to-month,Credit Card,Canada,Nonprofit,10,0.497,5,1,2.73,0,6,0,,27,2133
C00624,2023-02-01,Enterprise,199,Month-to-month,Credit Card,Germany,Nonprofit,56,0.567,4,3,3.68,1,4,1,2024-08-01,19,3781
C00625,2024-12-01,Basic,29,1-Year,Credit Card,UK,Marketing/Agency,12,0.424,6,1,3.37,1,38,0,,21,609
C00626,2023-03-01,Pro,79,Month-to-month,Credit Card,USA,SaaS/Tech,6,0.411,6,4,5.0,0,2,0,,42,3318
C00627,2023-02-01,Basic,29,1-Year,Manual Invoice,India,Finance,25,0.416,6,0,5.0,1,8,0,,43,1247
C00628,2025-03-01,Basic,29,2-Year,Manual Invoice,USA,SaaS/Tech,17,0.507,7,2,2.7,1,18,0,,18,522
C00629,2024-11-01,Basic,29,1-Year,ACH/Bank Transfer,USA,E-commerce,51,0.579,5,0,5.0,0,0,0,,22,638
C00630,2024-01-01,Basic,29,Month-to-month,PayPal,USA,Marketing/Agency,4,0.687,4,4,3.59,1,2,1,2026-03-01,27,783
C00631,2024-01-01,Enterprise,199,Month-to-month,PayPal,USA,Nonprofit,6,0.391,6,1,4.22,1,3,0,,32,6368
C00632,2026-07-01,Pro,79,1-Year,Credit Card,Canada,Manufacturing,51,0.703,3,1,4.28,0,0,0,,2,158
C00633,2025-05-01,Basic,29,2-Year,PayPal,India,Nonprofit,9,0.617,2,2,5.0,2,23,0,,16,464
C00634,2024-05-01,Basic,29,2-Year,PayPal,Germany,Education,13,0.512,4,1,4.65,0,22,0,,28,812
C00635,2025-07-01,Pro,79,1-Year,Credit Card,Australia,Finance,9,0.371,4,3,3.04,0,7,0,,14,1106
C00636,2024-07-01,Basic,29,Month-to-month,Credit Card,India,SaaS/Tech,18,0.929,6,0,3.38,0,3,0,,26,754
C00637,2024-04-01,Enterprise,199,Month-to-month,Manual Invoice,UK,Education,51,0.265,2,0,4.25,0,13,0,,29,5771
C00638,2025-02-01,Basic,29,Month-to-month,Credit Card,India,Marketing/Agency,8,0.772,1,2,5.0,0,17,0,,19,551
C00639,2025-02-01,Basic,29,Month-to-month,ACH/Bank Transfer,India,Finance,10,0.45,3,1,3.5,0,13,1,2026-08-01,19,551
C00640,2023-04-01,Pro,79,Month-to-month,Credit Card,India,Healthcare,5,0.659,3,2,4.54,1,7,0,,41,3239
C00641,2023-10-01,Pro,79,2-Year,ACH/Bank Transfer,India,Healthcare,14,0.858,4,1,4.61,0,8,0,,35,2765
C00642,2025-06-01,Pro,79,Month-to-month,ACH/Bank Transfer,Australia,Education,8,0.227,3,4,3.79,0,27,0,,15,1185
C00643,2025-08-01,Basic,29,Month-to-month,Credit Card,Germany,Healthcare,115,0.605,3,0,4.29,0,42,0,,13,377
C00644,2024-02-01,Pro,79,Month-to-month,PayPal,USA,Marketing/Agency,41,0.857,9,3,3.38,1,8,1,2024-09-01,8,632
C00645,2024-01-01,Pro,79,2-Year,PayPal,USA,Nonprofit,1,0.762,4,2,4.62,2,3,0,,32,2528
C00646,2024-09-01,Enterprise,199,2-Year,Credit Card,Canada,Education,65,0.544,9,0,2.08,1,11,0,,24,4776
C00647,2024-11-01,Pro,79,Month-to-month,Credit Card,India,Education,9,0.679,6,2,3.61,0,6,0,,22,1738
C00648,2023-07-01,Pro,79,Month-to-month,PayPal,USA,Finance,1,1.0,5,4,4.03,2,50,1,2024-03-01,9,711
C00649,2024-07-01,Pro,79,Month-to-month,PayPal,UK,Manufacturing,11,0.275,7,4,4.83,1,0,0,,26,2054
C00650,2025-07-01,Enterprise,199,Month-to-month,Manual Invoice,USA,E-commerce,85,0.442,9,3,2.46,0,1,0,,14,2786
C00651,2023-10-01,Basic,29,Month-to-month,ACH/Bank Transfer,UK,Manufacturing,10,0.798,3,1,3.77,0,5,0,,35,1015
C00652,2023-10-01,Enterprise,199,Month-to-month,Credit Card,Australia,Education,8,0.318,3,1,3.99,0,16,1,2025-08-01,23,4577
C00653,2025-04-01,Pro,79,Month-to-month,ACH/Bank Transfer,Australia,Marketing/Agency,6,0.445,5,0,4.71,0,19,0,,17,1343
C00654,2023-03-01,Basic,29,Month-to-month,ACH/Bank Transfer,India,Education,84,0.224,4,1,2.83,0,2,0,,42,1218
C00655,2024-07-01,Pro,79,Month-to-month,ACH/Bank Transfer,UK,E-commerce,4,0.581,4,1,2.32,2,12,1,2025-02-01,8,632
C00656,2025-10-01,Basic,29,Month-to-month,PayPal,Australia,Healthcare,2,0.645,3,1,3.79,1,5,0,,11,319
C00657,2023-10-01,Basic,29,Month-to-month,Credit Card,USA,SaaS/Tech,10,1.0,2,2,3.82,1,11,0,,35,1015
C00658,2023-09-01,Basic,29,2-Year,PayPal,USA,Manufacturing,6,0.108,5,1,3.2,1,38,1,2024-02-01,6,174
C00659,2026-01-01,Pro,79,Month-to-month,Credit Card,Germany,SaaS/Tech,5,0.625,4,0,3.3,0,12,0,,8,632
C00660,2025-02-01,Pro,79,Month-to-month,ACH/Bank Transfer,USA,Finance,9,1.0,2,0,4.04,0,10,0,,19,1501
C00661,2023-11-01,Enterprise,199,Month-to-month,Credit Card,UK,Education,12,0.409,3,2,2.77,1,3,1,2024-05-01,7,1393
C00662,2024-09-01,Basic,29,Month-to-month,Credit Card,India,E-commerce,5,0.032,4,2,4.56,1,3,0,,24,696
C00663,2026-04-01,Pro,79,1-Year,Credit Card,USA,Manufacturing,5,0.549,4,1,4.47,2,19,1,2026-05-01,2,158
C00664,2024-04-01,Basic,29,1-Year,Credit Card,USA,Finance,18,0.598,3,1,4.88,0,3,0,,29,841
C00665,2025-10-01,Basic,29,Month-to-month,Credit Card,UK,E-commerce,16,0.808,4,3,5.0,0,6,0,,11,319
C00666,2024-04-01,Pro,79,Month-to-month,ACH/Bank Transfer,Germany,Nonprofit,7,0.524,8,0,4.24,1,6,0,,29,2291
C00667,2026-02-01,Pro,79,Month-to-month,Credit Card,UK,SaaS/Tech,68,0.718,3,1,3.22,0,1,0,,7,553
C00668,2025-06-01,Enterprise,199,2-Year,Credit Card,UK,Nonprofit,53,0.889,1,1,4.31,2,7,0,,15,2985
C00669,2023-11-01,Basic,29,Month-to-month,ACH/Bank Transfer,Canada,E-commerce,4,0.407,3,0,3.94,0,2,0,,34,986
C00670,2024-08-01,Pro,79,2-Year,Credit Card,Germany,Manufacturing,58,0.517,5,1,4.79,0,1,0,,25,1975
C00671,2025-12-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,UK,SaaS/Tech,21,0.439,4,1,3.24,1,1,1,2026-07-01,8,1592
C00672,2023-08-01,Basic,29,Month-to-month,ACH/Bank Transfer,Germany,Manufacturing,3,0.916,5,0,5.0,0,3,0,,37,1073
